date,in_2,in_8,in_20
6/15/2019,30.8,27.2,26.7
6/16/2019,29.6,26.4,26.6
6/17/2019,28.1,25.9,26.5
6/18/2019,27.7,25.3,26.5
6/19/2019,33.3,25.5,26.2
6/20/2019,31.3,27.5,26.2
6/21/2019,29.8,27.6,26
6/22/2019,28.9,25.7,25.9
6/23/2019,32.3,26.5,25.5
6/24/2019,32.9,27.6,25.4
6/25/2019,31.6,28.5,25.3
6/26/2019,28.8,26.5,24.9
6/27/2019,28,26.2,25
6/28/2019,26.7,25,24.8
6/29/2019,24.1,24.8,25
6/30/2019,23,23.8,24.9
7/1/2019,22.6,22.6,24.6
7/2/2019,22.5,22.4,24.5
7/3/2019,22,21.1,24.2
7/4/2019,19.4,20.6,24.2
7/5/2019,18.1,20.3,24.1
7/6/2019,17.5,19.1,23.7
7/7/2019,16.3,17.2,23.5
7/8/2019,15.7,16.2,23.2
7/9/2019,14.9,16.4,22.8
7/10/2019,12.5,16.8,22.7
7/11/2019,12.1,15.3,22.5
7/12/2019,11.5,15.2,22.2
7/13/2019,10,13.9,21.7
7/14/2019,10.4,13.4,21.5
7/15/2019,8,12.9,21.3
7/16/2019,8.1,12.6,20.7
7/17/2019,8,12.2,20.5
7/18/2019,6.7,11.7,20.1
7/19/2019,7,11.7,19.8
7/20/2019,6.2,10.5,19.4
7/21/2019,4.4,11,18.9
7/22/2019,6.3,10.7,18.7
7/23/2019,5.9,10.3,18.5
7/24/2019,5.5,10,18.2
7/25/2019,5.5,9.9,18
7/26/2019,4.9,9.4,17.3
7/27/2019,5.5,9,17.3
7/28/2019,5.6,8.4,17.2
7/29/2019,5.3,9,16.8
7/30/2019,5.5,8.8,16.5
7/31/2019,3.8,9.5,16.5
8/1/2019,7.6,9.6,16
8/2/2019,13.9,8.1,16.2
8/3/2019,14.3,8.5,15.9
8/4/2019,11.3,10,15.8
8/5/2019,16,9.1,15.6
8/6/2019,17.2,9.1,15.9
8/7/2019,15.4,9.3,15.7
8/8/2019,14.3,9.9,15.7
8/9/2019,12.8,9.9,15.5
8/10/2019,10.4,11.2,15.4
8/11/2019,11.2,10,15.3
8/12/2019,16.1,10.1,15.4
8/13/2019,15.9,11.5,16.3
8/14/2019,15.7,11.6,16.1
8/15/2019,13.8,10.5,15.9
8/16/2019,11.9,11.9,15.6
8/17/2019,10.7,10.9,15.4
8/18/2019,9,9.9,15.2
8/19/2019,6.9,10.8,15.1
8/20/2019,6.2,10.3,14.7
8/21/2019,6.7,9,14.5
8/22/2019,4.9,9.2,14.6
8/23/2019,5.9,9.1,14.2
8/24/2019,4.8,7.6,13.7
8/25/2019,4.4,9,13.8
8/26/2019,4,8.5,13.8
8/27/2019,3.7,8.3,13.6
8/28/2019,4.9,7.6,13.5
8/29/2019,4.3,7.6,13.5
8/30/2019,3.8,7.8,13.1
8/31/2019,3.1,6.7,13.3
9/1/2019,4.9,6.9,13.2
9/2/2019,3.3,7.7,12.9
9/3/2019,4.4,7,12.8
9/4/2019,3.9,7,13
9/5/2019,3.2,7.3,13
9/6/2019,2.8,7.2,12.6
9/7/2019,3.2,6,12.4
9/8/2019,2.6,6.4,12.5
9/9/2019,3.5,6.1,12.5
9/10/2019,3.5,6,12.5
9/11/2019,3.7,6.4,12.3
9/12/2019,2.8,6.3,12.4
9/13/2019,3.4,6.4,12
9/14/2019,3.4,5.7,11.9
9/15/2019,4,7,11.8
9/16/2019,3.6,7.3,12.1
9/17/2019,-99.9,-99.9,-99.9
9/18/2019,2.6,6,12.1
9/19/2019,2.7,7,12
9/20/2019,3.3,6.6,11.6
9/21/2019,3,7,11.9
9/22/2019,2.5,6.6,11.5
9/23/2019,-99.9,-99.9,-99.9
9/24/2019,3,6.2,11.6
9/25/2019,3.3,5.8,11.7
9/26/2019,2.6,5.2,11.4
9/27/2019,3.9,6.8,11.4
9/28/2019,2.4,6.7,11.7
9/29/2019,2.6,5.2,11.3
9/30/2019,3.4,5.9,11.5
10/1/2019,2.2,5.6,11.6
10/2/2019,3,5.4,11.4
10/3/2019,1.8,5.5,11.2
10/4/2019,2.6,5.7,11.4
10/5/2019,2.3,6.1,11.1
10/6/2019,2.4,5.6,11.1
10/7/2019,1.4,5.6,10.9
10/8/2019,1.8,5,10.9
10/9/2019,2.2,5.4,10.8
10/10/2019,2.8,5.3,10.8
10/11/2019,1.7,5.2,10.6
10/12/2019,1.7,4.1,10.5
10/13/2019,0.9,4.6,10.3
10/14/2019,1.8,5,10.4
10/15/2019,2.2,5.1,10.3
10/16/2019,2.1,5.1,10.5
10/17/2019,1.8,5.2,10.6
10/18/2019,2.5,4.4,10.5
10/19/2019,1.8,5.2,10.4
10/20/2019,1.3,4.9,10.4
10/21/2019,1.5,4.7,10.4
10/22/2019,1.4,4.6,10.6
10/23/2019,2.2,5.4,10.5
10/24/2019,2,4.8,10.3
10/25/2019,1.2,5,10.6
10/26/2019,1.9,4.8,10.4
10/27/2019,13.3,5,10.5
10/28/2019,18.9,4.6,10.3
10/29/2019,3.4,4.6,10.2
10/30/2019,2.1,4.5,10.1
10/31/2019,1.7,4.8,9.9
11/1/2019,2,5.2,10
11/2/2019,2.8,4.1,10.1
11/3/2019,2.7,3.6,10.1
11/4/2019,2.9,4.2,10.1
11/5/2019,3,4.6,10.1
11/6/2019,2.9,4.9,10.1
11/7/2019,3,4.7,9.8
11/8/2019,1.8,4.6,10.1
11/9/2019,3,4.5,10.1
11/10/2019,2.6,4.6,10.2
11/11/2019,3.8,5.2,10.1
11/12/2019,2.5,4.9,10
11/13/2019,1.6,3.1,10
11/14/2019,2.4,3.2,10.1
11/15/2019,1.6,4.1,10
11/16/2019,2.6,4,9.9
11/17/2019,2.5,3.7,10.1
11/18/2019,3.4,4,9.9
11/19/2019,3.7,4.8,10.1
11/20/2019,3.9,4.4,10.1
11/21/2019,4,5,10.3
11/22/2019,3.5,5,10.2
11/23/2019,3.8,5.6,10.2
11/24/2019,2.7,4.9,10.2
11/25/2019,2.3,4.5,10.2
11/26/2019,1.9,4.3,9.9
11/27/2019,3.1,4.4,10
11/28/2019,3.1,4.5,9.9
11/29/2019,1.9,4.1,10.3
11/30/2019,2.5,4.7,10.4
12/1/2019,2.5,5,10
12/2/2019,2.9,4.7,10
12/3/2019,2.5,4.8,10
12/4/2019,3.2,4.9,10.1
12/5/2019,2.4,5,9.9
12/6/2019,2.9,4.8,10
12/7/2019,3.2,5.1,9.9
12/8/2019,2.9,4.9,10.3
12/9/2019,2.5,5,9.8
12/10/2019,3,5.2,10.2
12/11/2019,2.9,5,10.2
12/12/2019,3.4,5.3,10.2
12/13/2019,3.2,5.5,10.3
12/14/2019,2.8,4.9,10.1
12/15/2019,3.3,5.4,10.2
12/16/2019,3,5.2,10.1
12/17/2019,3.8,5.9,9.8
12/18/2019,3.3,5.5,10.3
12/19/2019,3,5.3,10.2
12/20/2019,3.1,5.4,9.8
12/21/2019,3.5,5.6,10.2
12/22/2019,2.5,5.4,10.3
12/23/2019,2.6,5.6,9.9
12/24/2019,2.6,5.2,10.1
12/25/2019,2.7,5.2,10.2
12/26/2019,3,5.1,9.9
12/27/2019,3.2,5.7,9.9
12/28/2019,3.5,5.8,10.1
12/29/2019,2.9,6,10.1
12/30/2019,2.8,5,10.4
12/31/2019,2.5,5.2,9.9
1/1/2020,2.9,5.4,9.9
1/2/2020,3.2,5.2,9.9
1/3/2020,2.9,5.3,9.9
1/4/2020,3.1,5.1,10.2
1/5/2020,2.3,5,10.3
1/6/2020,2.1,4.8,10.2
1/7/2020,2.8,5.4,10.3
1/8/2020,2.5,4.8,10.2
1/9/2020,2.8,5.3,10
1/10/2020,2.4,5.1,10.2
1/11/2020,2.3,4.8,10.2
1/12/2020,2,4.9,10
1/13/2020,2,4.7,10.3
1/14/2020,2.5,4.9,10.2
1/15/2020,2.3,4.7,10
1/16/2020,3,5.1,10.1
1/17/2020,2.8,4.6,10.2
1/18/2020,2.2,4.5,10.2
1/19/2020,3.1,4.8,10
1/20/2020,2.9,4.9,9.9
1/21/2020,2.1,4.6,10.2
1/22/2020,2.8,5.2,10
1/23/2020,3,5.2,10.2
1/24/2020,2.3,4.7,10
1/25/2020,2.2,4.9,10
1/26/2020,2.9,5.3,10.2
1/27/2020,2.5,4.8,10.2
1/28/2020,2.7,5,10.5
1/29/2020,2.2,4.7,10
1/30/2020,2.6,5.3,10.2
1/31/2020,2.6,5,10.1
2/1/2020,2.4,4.8,10.1
2/2/2020,2.2,4.4,10.2
2/3/2020,2.8,5.4,9.9
2/4/2020,2,4.5,10
2/5/2020,2.2,4.4,10
2/6/2020,2.3,4.5,10
2/7/2020,2.2,4.4,10.2
2/8/2020,1.8,4.8,10.2
2/9/2020,1.9,4.8,10.2
2/10/2020,1.9,4.3,10
2/11/2020,2.3,4.5,10.2
2/12/2020,3,4.9,10.1
2/13/2020,2.1,4.5,10.2
2/14/2020,3.2,5.1,10.2
2/15/2020,2.3,4.6,10.2
2/16/2020,3.1,5,10
2/17/2020,2.9,5.3,10.1
2/18/2020,2.3,4.6,10
2/19/2020,2.3,4.8,10.2
2/20/2020,2.9,5,10.2
2/21/2020,2.5,4.5,9.7
2/22/2020,2.3,4.4,10
2/23/2020,3.1,5.1,10.2
2/24/2020,2.6,4.8,10.2
2/25/2020,2.8,4.9,10.1
2/26/2020,2.8,5.3,10.4
2/27/2020,2.8,5,10.2
2/28/2020,2.4,5.1,10.1
2/29/2020,2.8,4.6,10.5
3/1/2020,3.1,5.1,10
3/2/2020,2.9,5.3,10.1
3/3/2020,2.1,4.8,10.1
3/4/2020,3.1,5.1,10.1
3/5/2020,3.1,5,10
3/6/2020,2.9,5.4,10.4
3/7/2020,2.7,5.2,10.1
3/8/2020,2.9,5.3,10.5
3/9/2020,2.9,5.2,10.4
3/10/2020,2.7,5.1,10.4
3/11/2020,2.8,5.1,10.4
3/12/2020,3,5.3,10.2
3/13/2020,2.7,5.1,10.4
3/14/2020,3.4,5.6,10.3
3/15/2020,3,5.2,10.1
3/16/2020,3,5.1,10.4
3/17/2020,3.8,5.8,10.3
3/18/2020,3.2,5.3,10.7
3/19/2020,3.5,5.5,10.3
3/20/2020,3.2,5.5,10.3
3/21/2020,3.7,5.7,10.6
3/22/2020,3.8,5.9,10.6
3/23/2020,4.2,6,10.5
3/24/2020,4.6,6.1,10.1
3/25/2020,4,5.9,10.5
3/26/2020,4.5,6.6,10.2
3/27/2020,4.4,6.5,10.5
3/28/2020,5.2,7,10.5
3/29/2020,4.6,6.7,10.4
3/30/2020,5.7,6.8,10.4
3/31/2020,5.6,6.9,10.4
4/1/2020,5.7,6.9,10.4
4/2/2020,6,6.9,10.6
4/3/2020,5.9,6.5,10
4/4/2020,6.8,7,10.2
4/5/2020,6.8,6.8,10.4
4/6/2020,7.3,6.9,10.6
4/7/2020,8,6.7,10.3
4/8/2020,8.5,6.5,10.6
4/9/2020,9.3,6.2,10.6
4/10/2020,10.5,7.2,10.5
4/11/2020,11.1,7.6,10.4
4/12/2020,11.5,7.5,10.2
4/13/2020,11.7,7.5,10.1
4/14/2020,12.1,8,10.5
4/15/2020,12.4,8.1,10.4
4/16/2020,12.5,7.8,10.4
4/17/2020,12.3,7.7,10.5
4/18/2020,12.4,7.5,10.8
4/19/2020,13,8.2,10.4
4/20/2020,13.6,8.3,10.7
4/21/2020,12.9,7.9,10.6
4/22/2020,13.4,7.9,10.8
4/23/2020,14.4,9,10.7
4/24/2020,15,9.3,10.7
4/25/2020,14.8,8.5,10.7
4/26/2020,16.5,9.9,10.8
4/27/2020,18,10.1,11.2
4/28/2020,20.9,9.4,11.1
4/29/2020,24.8,11.2,11.3
4/30/2020,28.2,12.5,21.7
5/1/2020,35.6,26.5,25.7
5/2/2020,36.8,30.5,28.2
5/3/2020,36.7,31,28.9
5/4/2020,36.2,32.7,29.1
5/5/2020,36.1,32.3,29.1
5/6/2020,36.4,31.9,29
5/7/2020,36.7,32.4,29.5
5/8/2020,36.4,32.9,29
5/9/2020,36.3,32.3,29.1
5/10/2020,36.6,32.3,28.9
5/11/2020,36,32.1,28.9
5/12/2020,38.2,32.8,30.3
5/13/2020,36.1,33.1,28.7
5/14/2020,36.2,31.3,27.9
5/15/2020,34.2,31.7,27.7
5/16/2020,34.1,30,27.2
5/17/2020,33.1,29,26.8
5/18/2020,31.1,28.2,26.6
5/19/2020,29.9,28.3,26.4
5/20/2020,27.9,27.6,26.6
5/21/2020,25.9,25.9,26.1
5/22/2020,23.9,25.7,26.2
5/23/2020,23.5,25,25.8
5/24/2020,22.4,24,25.5
5/25/2020,21.2,22.3,25.5
5/26/2020,19.9,22.7,25.4
5/27/2020,19,22,25.1
5/28/2020,19.5,20,24.8
5/29/2020,17.8,19.4,24.6
5/30/2020,16.9,18.6,24.5
5/31/2020,23.1,18.7,24.3
6/1/2020,23.4,18.8,24.2
6/2/2020,22.8,19.7,23.7
6/3/2020,20.7,19.7,23.6
6/4/2020,18.6,18.5,23.4
6/5/2020,16.4,17.5,23.1
6/6/2020,15.3,16,22.9
6/7/2020,28.4,16.7,22.8
6/8/2020,25.4,19,22.3
6/9/2020,22.1,17.7,22.3
6/10/2020,29.6,19,22
6/11/2020,26.7,21.2,21.8
6/12/2020,24.6,21.2,21.9
6/13/2020,22.5,20.3,21.7
6/14/2020,21.8,18.9,21.5
6/15/2020,20.7,19.3,21.4
6/16/2020,19.1,18.4,21.1
6/17/2020,16.6,17.1,20.7
6/18/2020,14.7,15.6,20.6
6/19/2020,13.7,14.5,20.3
6/20/2020,12.5,15,20
6/21/2020,12.5,15,19.8
6/22/2020,11.5,14.5,19.4
6/23/2020,9.1,12.5,19.1
6/24/2020,7.8,12.9,19.1
6/25/2020,8.3,10.8,18.7
6/26/2020,7.4,11.7,18.4
6/27/2020,7.3,11.5,17.9
6/28/2020,5.3,9.6,17.7
6/29/2020,6.4,10.5,17.6
6/30/2020,6.3,10.6,17.2
7/1/2020,5.7,10,16.9
7/2/2020,4.5,8.1,16.8
7/3/2020,4.8,9,16.4
7/4/2020,5.3,9,16.2
7/5/2020,4.9,8,15.7
7/6/2020,3.8,7.6,15.7
7/7/2020,5.2,7.4,15.6
7/8/2020,4,8.7,15.4
7/9/2020,5.1,7.7,15
7/10/2020,4.6,8.4,14.6
7/11/2020,4.4,8,14.9
7/12/2020,4.2,7.8,14.3
7/13/2020,3.7,7.7,14.5
7/14/2020,3.9,6.9,14.4
7/15/2020,4.5,8,14.2
7/16/2020,3.7,7.7,13.8
7/17/2020,3,7.8,13.8
7/18/2020,4.3,7.1,13.7
7/19/2020,3.3,6.4,13.5
7/20/2020,3.5,7.5,13.4
7/21/2020,5,7.9,13.4
7/22/2020,5.4,7.6,13.5
7/23/2020,4.8,7.3,13.2
7/24/2020,5.3,7.5,13.3
7/25/2020,7.1,6.2,13.4
7/26/2020,17.9,6.3,13.4
7/27/2020,22.3,6.3,13.2
7/28/2020,21.4,6.5,13.1
7/29/2020,19.4,9,13.1
7/30/2020,16.8,9.7,13.4
7/31/2020,15.6,10.4,13.1
8/1/2020,12.3,9.2,13
8/2/2020,11.7,10.4,13.1
8/3/2020,8.4,8.4,13.1
8/4/2020,8,9.5,13.2
8/5/2020,6.2,9.1,12.8
8/6/2020,6.7,8,13.1
8/7/2020,4.8,7.3,13
8/8/2020,4.9,8.6,12.6
8/9/2020,5.4,7.7,12.7
8/10/2020,5.3,7,12.8
8/11/2020,4,6.7,12.7
8/12/2020,4.5,7.2,12.4
8/13/2020,3.1,7.6,12.6
8/14/2020,4.6,6.6,12.4
8/15/2020,4.1,6.7,12.4
8/16/2020,4.1,7,12.2
8/17/2020,4.3,7.2,12.3
8/18/2020,3.4,7.4,12.3
8/19/2020,4.3,6.9,12.1
8/20/2020,4.3,6.5,12.5
8/21/2020,4.3,6.2,12.1
8/22/2020,3.1,6,12
8/23/2020,3.2,5.9,12
8/24/2020,3.9,5.8,11.9
8/25/2020,2.7,7.1,11.5
8/26/2020,2.6,5.6,11.9
8/27/2020,2.7,6,11.7
8/28/2020,3.5,5.6,11.8
8/29/2020,2.6,5.7,11.9
8/30/2020,3.2,6.6,11.7
8/31/2020,4.9,6.7,11.3
9/1/2020,7,6.8,11.4
9/2/2020,8.1,5.3,11.2
9/3/2020,8.3,6.9,11.6
9/4/2020,7.1,7.2,11.5
9/5/2020,6,6.3,11.4
9/6/2020,4.4,6,11.6
9/7/2020,3.8,7,11.6
9/8/2020,4.2,6.9,11.5
9/9/2020,2.8,5.3,11.6
9/10/2020,1.8,4.6,10.9
9/11/2020,4.9,4.6,11
9/12/2020,16.9,5.3,10.8
9/13/2020,21.4,5.4,10.7
9/14/2020,21.2,6,10.9
9/15/2020,18.6,6.8,11
9/16/2020,16.8,9.7,11
9/17/2020,16.5,9.6,10.9
9/18/2020,15.1,9.7,10.9
9/19/2020,14,10.5,11
9/20/2020,12.7,10.4,11
9/21/2020,9.9,9.1,10.9
9/22/2020,10.3,9.8,11.2
9/23/2020,8.5,8.3,11.4
9/24/2020,8.6,9.5,11.2
9/25/2020,6.6,7.7,11
9/26/2020,5.4,7.5,11.2
9/27/2020,6.3,8.4,11.1
9/28/2020,4.5,7.5,10.8
9/29/2020,3.7,6.7,11.1
9/30/2020,4,6.8,10.9
10/1/2020,4,7,10.7
10/2/2020,3.6,6.3,10.9
10/3/2020,3.1,7.4,10.8
10/4/2020,3,7.1,10.8
10/5/2020,3.1,7,10.9
10/6/2020,2.6,5.9,10.9
10/7/2020,2.6,5.9,10.9
10/8/2020,2.8,6.6,10.7
10/9/2020,2.9,6.8,10.7
10/10/2020,2.7,5.4,10.4
10/11/2020,2.9,5.4,10.7
10/12/2020,1.3,5.8,10.2
10/13/2020,2.3,5.9,10.5
10/14/2020,2.6,5.5,10.7
10/15/2020,2.6,5.2,10.4
10/16/2020,1.6,5.7,10.3
10/17/2020,1.9,5.1,10.3
10/18/2020,2.2,5.1,10.3
10/19/2020,2.7,5.2,10.3
10/20/2020,2.4,5.6,10.3
10/21/2020,2.5,5,10.3
10/22/2020,2,5.6,10.4
10/23/2020,2.2,5.2,10.1
10/24/2020,2.1,4.8,10.2
10/25/2020,2.6,4.8,10.4
10/26/2020,2.1,4.7,10.5
10/27/2020,1.7,4.9,10.4
10/28/2020,1.6,4.9,10.3
10/29/2020,1.3,4.8,10.2
10/30/2020,1.7,5,9.7
10/31/2020,1.6,5,10
11/1/2020,4.2,5.5,9.8
11/2/2020,12.7,5.5,9.9
11/3/2020,16.8,5.5,10
11/4/2020,18.5,5.8,9.9
11/5/2020,17.7,5,10
11/6/2020,16.5,5.8,9.8
11/7/2020,16.2,6.4,9.9
11/8/2020,15.4,6.5,9.9
11/9/2020,16.4,8,10.1
11/10/2020,16.2,7.8,10.2
11/11/2020,15.9,8.8,10
11/12/2020,15.2,8.2,9.6
11/13/2020,14.3,8.3,9.8
11/14/2020,13.1,8.8,9.9
11/15/2020,13.6,9.9,9.9
11/16/2020,13,8.7,9.8
11/17/2020,13.3,8.8,9.8
11/18/2020,13,8.9,9.6
11/19/2020,13.4,9.1,9.9
11/20/2020,14.2,9.1,9.6
11/21/2020,14.5,9.5,9.6
11/22/2020,15.7,10.3,9.8
11/23/2020,14.5,9.4,9.7
11/24/2020,15.3,10.7,9.9
11/25/2020,15.2,10.7,9.7
11/26/2020,14.8,10.5,10
11/27/2020,14.8,10.5,9.9
11/28/2020,13.3,10,9.7
11/29/2020,13.2,10.8,9.9
11/30/2020,12.1,10.9,9.9
12/1/2020,8.6,10.6,9.8
12/2/2020,7,10.4,9.9
12/3/2020,4.8,10,9.8
12/4/2020,4.7,10.2,9.9
12/5/2020,4.7,10.3,9.6
12/6/2020,4,10,9.8
12/7/2020,3.6,9.3,9.7
12/8/2020,4,9.6,9.6
12/9/2020,4,8.9,9.6
12/10/2020,3.1,8.6,9.7
12/11/2020,2.9,7.7,9.8
12/12/2020,3.9,8.6,9.7
12/13/2020,3.3,7.7,9.6
12/14/2020,3.3,8.1,9.8
12/15/2020,3.2,7.5,9.7
12/16/2020,3.6,7.2,9.7
12/17/2020,4.1,7.7,9.7
12/18/2020,2.8,7.1,9.7
12/19/2020,3.2,7,9.8
12/20/2020,3.3,7,9.5
12/21/2020,4.1,7.7,9.5
12/22/2020,3.8,7.4,9.7
12/23/2020,3.5,7,9.7
12/24/2020,3.4,7.1,9.5
12/25/2020,3.9,7.3,9.9
12/26/2020,3.9,7.4,9.7
12/27/2020,3.4,7.3,9.7
12/28/2020,3.5,6.7,9.7
12/29/2020,3.5,6.7,9.7
12/30/2020,3.3,6.9,9.6
12/31/2020,3.8,7.1,9.7
1/1/2021,3,6.5,9.8
1/2/2021,3.4,6.9,9.5
1/3/2021,3.1,6.5,9.8
1/4/2021,3.1,6.3,9.9
1/5/2021,3.8,7,9.8
1/6/2021,3.1,6.5,9.8
1/7/2021,3.8,6.8,9.5
1/8/2021,3.9,7.1,9.5
1/9/2021,3.2,6.4,9.5
1/10/2021,3.1,6.2,9.8
1/11/2021,3.5,6.7,9.8
1/12/2021,3.8,6.3,9.8
1/13/2021,3.4,6.1,9.9
1/14/2021,2.2,5.8,9.7
1/15/2021,3.7,5.7,9.7
1/16/2021,2.9,6.1,9.5
1/17/2021,3.2,5.4,9.8
1/18/2021,3.6,6,9.8
1/19/2021,3.1,5.3,9.6
1/20/2021,3.4,5.6,9.9
1/21/2021,3.6,5.8,9.6
1/22/2021,3.4,5.6,9.7
1/23/2021,2.8,5.8,9.8
1/24/2021,3.7,6.1,9.9
1/25/2021,3,5.8,9.8
1/26/2021,3.6,6.1,9.3
1/27/2021,2.7,5.7,9.7
1/28/2021,2.8,5.6,9.6
1/29/2021,2.7,5.8,9.6
1/30/2021,3.4,5.6,9.9
1/31/2021,2.7,5.6,9.8
2/1/2021,3.3,6,9.4
2/2/2021,2.7,5.6,9.6
2/3/2021,3.4,6,9.3
2/4/2021,3.7,6.3,9.8
2/5/2021,3.8,6.3,9.6
2/6/2021,4,6.3,9.8
2/7/2021,3.8,6.5,9.8
2/8/2021,3.8,6.4,9.6
2/9/2021,3.9,6.7,9.7
2/10/2021,3.9,6.7,9.7
2/11/2021,3.9,6.4,9.6
2/12/2021,4,6.7,9.7
2/13/2021,4.1,6.6,9.6
2/14/2021,3.9,6.6,9.8
2/15/2021,3.5,6.1,9.5
2/16/2021,4.2,6.8,10
2/17/2021,4.1,6.7,9.5
2/18/2021,4.2,6.7,9.7
2/19/2021,4.3,7.1,9.7
2/20/2021,4.4,7.1,9.9
2/21/2021,4.2,6.8,9.6
2/22/2021,4.2,6.8,9.7
2/23/2021,4.4,6.6,9.7
2/24/2021,3.6,6.2,9.5
2/25/2021,4.1,7,9.6
2/26/2021,4.2,7.1,9.9
2/27/2021,3.7,6.7,9.8
2/28/2021,4,6.8,10
3/1/2021,3.9,6.4,9.7
3/2/2021,3.9,6.9,9.8
3/3/2021,3.7,6.6,9.7
3/4/2021,3.6,6.5,10
3/5/2021,2.9,6.5,9.8
3/6/2021,3.7,6.7,10
3/7/2021,3,6.1,10
3/8/2021,3.2,6,9.7
3/9/2021,3.3,6.1,10
3/10/2021,3,6,9.6
3/11/2021,3.5,6.1,9.8
3/12/2021,4,6.7,10
3/13/2021,4,6.6,9.7
3/14/2021,3.4,6.2,9.9
3/15/2021,3.7,6,9.6
3/16/2021,3.3,6,9.7
3/17/2021,4,6.5,9.7
3/18/2021,4.2,6.4,9.6
3/19/2021,4.1,6.8,9.6
3/20/2021,4.7,6.9,9.9
3/21/2021,5.2,7,9.9
3/22/2021,5,6.2,9.6
3/23/2021,5.5,6.8,9.9
3/24/2021,5.5,6.9,9.7
3/25/2021,5.6,7,9.9
3/26/2021,5.6,7.5,10.1
3/27/2021,5.8,7.6,9.8
3/28/2021,6.2,7.9,9.9
3/29/2021,6.3,7.3,10
3/30/2021,6.8,7.9,10
3/31/2021,7.6,8.4,9.8
4/1/2021,7.8,7.7,9.9
4/2/2021,8.3,7.3,9.8
4/3/2021,9.7,8.5,9.8
4/4/2021,12,8.5,9.9
4/5/2021,18,8.9,9.9
4/6/2021,24.7,9.8,9.7
4/7/2021,28.5,21.1,10.2
4/8/2021,29.7,27.4,9.8
4/9/2021,31.5,29.8,9.6
4/10/2021,31.5,31.4,11.3
4/11/2021,33.1,31.8,21.5
4/12/2021,32.3,31.9,24.9
4/13/2021,33.6,31.8,25.1
4/14/2021,32.2,30.7,23.9
4/15/2021,33.3,31.8,25.6
4/16/2021,32.3,32,25.1
4/17/2021,33.3,32.8,26
4/18/2021,33.3,32.3,26.2
4/19/2021,33.1,32.6,26.9
4/20/2021,34.3,31.8,27.4
4/21/2021,34.5,32.1,28.1
4/22/2021,33.5,32.5,27.2
4/23/2021,33,32.3,27
4/24/2021,33.5,31.6,27
4/25/2021,34,31.9,28
4/26/2021,34.9,32.9,28.7
4/27/2021,34.9,32.4,28.6
4/28/2021,34.1,32.7,27.4
4/29/2021,35.1,32.1,27.1
4/30/2021,34.9,32.5,28.7
5/1/2021,35.1,33.1,29.1
5/2/2021,35.1,32.8,28.9
5/3/2021,35.3,31.7,28.7
5/4/2021,34.8,32.2,27.4
5/5/2021,35.1,31.2,27.3
5/6/2021,34.6,32.5,28.7
5/7/2021,35.1,33.1,29
5/8/2021,34.5,32.6,28.5
5/9/2021,34.2,32.2,27.8
5/10/2021,33.3,31.1,27.2
5/11/2021,33.5,30.9,27.2
5/12/2021,34,31.2,27.2
5/13/2021,33.5,30.8,27.2
5/14/2021,32.8,31.4,27.3
5/15/2021,32.7,31.3,27.2
5/16/2021,31.8,30.6,26.9
5/17/2021,30.9,29.2,26.8
5/18/2021,32.5,30.3,26.6
5/19/2021,34.4,31.3,26.1
5/20/2021,33.7,31.1,26.3
5/21/2021,33.7,31.6,26.6
5/22/2021,33,30.5,26.4
5/23/2021,33.7,31.3,26.3
5/24/2021,32.6,31.3,26.3
5/25/2021,32,30.3,25.9
5/26/2021,30.1,28.5,25.9
5/27/2021,29,27.6,25.5
5/28/2021,28.1,26.8,25.6
5/29/2021,26.4,27.5,25.3
5/30/2021,24.7,25.7,25.2
5/31/2021,23.6,24.2,25
6/1/2021,23.2,24.7,24.8
6/2/2021,22.8,22.6,24.6
6/3/2021,21.1,22.6,24.3
6/4/2021,21.4,21.6,24
6/5/2021,18.9,22.1,23.9
6/6/2021,18.8,19.6,23.6
6/7/2021,17.1,20.1,23.6
6/8/2021,15.2,19,23.2
6/9/2021,14.7,18.3,22.7
6/10/2021,14.6,16.3,22.5
6/11/2021,13.1,16.7,22.1
6/12/2021,11.3,15.3,21.8
6/13/2021,11,14.5,21.4
6/14/2021,9.7,13.4,21.1
6/15/2021,9.3,13.4,36.9
6/16/2021,7.5,12,9.2
6/17/2021,7.8,11.8,7
6/18/2021,6.3,10.9,7.9
6/19/2021,5.5,10.1,8.1
6/20/2021,5.5,9.3,6.5
6/21/2021,5.9,9.1,7.9
6/22/2021,6,10.4,5.2
6/23/2021,4.4,9.8,21.5
6/24/2021,4.1,8.9,21.4
6/25/2021,24.9,9,20.3
6/26/2021,26.1,10.6,21.1
6/27/2021,24.6,11,21.6
6/28/2021,22,12.5,21.7
6/29/2021,21,14.2,21.6
6/30/2021,23.4,12.1,20.6
7/1/2021,25.9,13.3,0.7
7/2/2021,24.2,16,20.1
7/3/2021,22.1,14.4,20.4
7/4/2021,20.4,14.5,18.2
7/5/2021,17.6,14.1,19.6
7/6/2021,25.9,14.9,13.6
7/7/2021,24.8,16.5,20
7/8/2021,20.4,16.8,17.6
7/9/2021,18.9,14.8,18.2
7/10/2021,15.5,14.3,18.9
7/11/2021,13.6,13.5,15.3
7/12/2021,10.6,12.7,16
7/13/2021,9.9,12.1,16.2
7/14/2021,18,9.6,15.7
7/15/2021,27,11.3,15.8
7/16/2021,24.9,13.6,14.8
